img_path,x1,y1,x2,y2,class_name
images_train/DSC01144,3321,1639,3370,1727,person
images_train/DSC01144,3720,1743,3785,1877,bicycle
images_train/DSC01144,3720,1678,3790,1836,person
images_train/DSC01144,5421,1632,5471,1866,bicycle
images_train/DSC01144,4686,1642,4877,1729,car
images_train/DSC01144,3295,1675,3412,1741,bicycle
images_train/DSC01145,2557,1664,3323,3073,person
images_train/DSC01146,2334,1714,2620,2474,person
images_train/DSC01146,2747,1629,3019,2512,person
images_train/DSC01146,200,1927,616,2302,bicycle
images_train/DSC01146,303,2037,468,2377,person
images_train/DSC01147,3295,906,4079,3191,person
images_train/DSC01147,893,1481,1632,1953,bicycle
images_train/DSC01147,0,3150,642,3648,bicycle
images_train/DSC01147,0,1403,51,1570,bicycle
images_train/DSC01147,0,1321,137,1546,bicycle
images_train/DSC01147,0,1300,114,1507,bicycle
images_train/DSC01147,0,1314,188,1497,bicycle
images_train/DSC01147,0,1298,259,1468,bicycle
images_train/DSC01147,283,1300,450,1597,bicycle
images_train/DSC01147,259,1045,450,1552,person
images_train/DSC01147,1258,1138,1367,1332,bicycle
images_train/DSC01147,1252,1028,1367,1303,person
images_train/DSC01147,1208,1051,1303,1306,person
images_train/DSC01147,1379,1046,1436,1249,person
images_train/DSC01147,1453,1046,1520,1246,person
images_train/DSC01147,1512,1063,1573,1249,person
images_train/DSC01147,1569,1066,1645,1255,person
images_train/DSC01147,1720,1050,1806,1259,person
images_train/DSC01147,37,1264,322,1467,bicycle
images_train/DSC01147,264,1255,549,1449,bicycle
images_train/DSC01147,525,1228,760,1401,bicycle
images_train/DSC01147,560,1198,799,1369,bicycle
images_train/DSC01147,586,1194,823,1354,bicycle
images_train/DSC01147,611,1200,865,1344,bicycle
images_train/DSC01147,743,1188,1009,1323,bicycle
images_train/DSC01147,868,1150,1086,1284,bicycle
images_train/DSC01147,887,1147,1121,1278,bicycle
images_train/DSC01147,1050,1158,1223,1273,bicycle
images_train/DSC01147,2038,1067,2072,1134,person
images_train/DSC01147,1999,1061,2044,1131,person
images_train/DSC01147,1900,1049,1937,1141,person
images_train/DSC01147,1925,1047,1960,1133,person
images_train/DSC01148,2932,1462,3502,2981,person
images_train/DSC01148,2872,2140,3610,3089,bicycle
images_train/DSC01148,4153,1430,4397,2292,person
images_train/DSC01148,4158,1820,4424,2373,bicycle
images_train/DSC01148,5248,1403,5438,1961,person
images_train/DSC01148,5152,2333,5470,3085,bicycle
images_train/DSC01148,0,1954,581,2623,bicycle
images_train/DSC01148,0,1998,684,2628,bicycle
images_train/DSC01148,689,1959,1727,2694,bicycle
images_train/DSC01148,2935,1819,3742,2350,bicycle
images_train/DSC01148,3184,1846,3829,2256,bicycle
images_train/DSC01148,3649,1752,4260,2212,bicycle
images_train/DSC01148,1112,2013,2057,2652,bicycle
images_train/DSC01148,3801,1753,4380,2186,bicycle
images_train/DSC01148,3845,1749,4436,2154,bicycle
images_train/DSC01148,4036,1761,4501,2158,bicycle
images_train/DSC01148,4092,1749,4550,2069,bicycle
images_train/DSC01148,4869,1640,5307,1915,bicycle
images_train/DSC01148,1882,1903,2761,2558,bicycle
images_train/DSC01149,4911,1277,5472,3371,person
images_train/DSC01149,4369,2394,5471,3648,bicycle
images_train/DSC01149,4640,1500,4825,1825,bicycle
images_train/DSC01149,2628,1521,3051,2818,person
images_train/DSC01149,3409,1440,3816,1646,car
images_train/DSC01149,916,1478,1002,1678,person
images_train/DSC01149,753,1552,929,1682,bicycle
images_train/DSC01149,803,1488,876,1645,person
images_train/DSC01149,1182,1462,1262,1625,person
images_train/DSC01149,1622,1452,1708,1675,person
images_train/DSC01149,1835,1455,1928,1705,person
images_train/DSC01149,1765,1478,1845,1702,person
images_train/DSC01149,1525,1472,1628,1678,person
images_train/DSC01149,1180,1532,1251,1637,bicycle
images_train/DSC01152,2911,1983,3119,2686,person
images_train/DSC01152,2952,2234,3150,2746,bicycle
images_train/DSC01152,2038,2094,2144,2451,person
images_train/DSC01152,1971,2111,2077,2371,person
images_train/DSC01152,1889,2090,1985,2370,person
images_train/DSC01152,1762,2122,1841,2304,person
images_train/DSC01152,1769,2199,1830,2329,bicycle
images_train/DSC01152,1600,2115,1701,2355,person
images_train/DSC01152,1618,2210,1697,2382,bicycle
images_train/DSC01152,1331,2203,1435,2314,bicycle
images_train/DSC01152,1488,2132,1542,2268,person
images_train/DSC01152,1361,2122,1423,2288,person
images_train/DSC01152,1405,2124,1461,2275,person
images_train/DSC01152,894,2165,972,2387,person
images_train/DSC01152,985,2135,1091,2389,person
images_train/DSC01152,991,2234,1096,2412,bicycle
images_train/DSC01153,746,835,4190,3407,bicycle
images_train/DSC01153,4871,189,5472,1552,bicycle
images_train/DSC01153,4593,154,5472,1493,bicycle
images_train/DSC01153,2879,155,4092,1251,bicycle
images_train/DSC01153,2433,227,3493,1276,bicycle
images_train/DSC01153,1848,176,2996,1201,bicycle
images_train/DSC01153,1893,95,3124,940,bicycle
images_train/DSC01153,782,152,2058,940,bicycle
images_train/DSC01156,4175,1824,4402,2492,person
images_train/DSC01156,3917,1837,4000,2090,person
images_train/DSC01156,3430,1848,3557,2165,person
images_train/DSC01156,3442,1981,3548,2211,bicycle
images_train/DSC01156,3197,1877,3307,2173,person
images_train/DSC01156,3200,1998,3301,2219,bicycle
images_train/DSC01156,2947,2004,3013,2122,person
images_train/DSC01156,2962,2064,3019,2162,bicycle
images_train/DSC01156,2240,1828,2501,2550,person
images_train/DSC01156,2265,2136,2432,2619,bicycle
images_train/DSC01156,3730,1851,3827,2053,person
images_train/DSC01156,2612,1988,2873,2145,bicycle
images_train/DSC01156,2596,1993,2851,2145,bicycle
images_train/DSC01156,2572,1999,2833,2157,bicycle
images_train/DSC01156,2455,1998,2748,2164,bicycle
images_train/DSC01156,2427,2006,2728,2176,bicycle
images_train/DSC01156,2353,2006,2681,2187,bicycle
images_train/DSC01156,2319,2027,2706,2215,bicycle
images_train/DSC01156,2270,2042,2666,2287,bicycle
images_train/DSC01156,1940,2048,2407,2277,bicycle
images_train/DSC01156,1737,2067,2274,2371,bicycle
images_train/DSC01156,1808,2050,2297,2347,bicycle
images_train/DSC01156,1630,2077,2139,2379,bicycle
images_train/DSC01156,1475,2115,2056,2441,bicycle
images_train/DSC01156,1524,2149,2109,2534,bicycle
images_train/DSC01156,988,2177,1755,2647,bicycle
images_train/DSC01156,898,2201,1739,2762,bicycle
images_train/DSC01156,322,2224,1234,2844,bicycle
images_train/DSC01156,155,2217,1094,2900,bicycle
images_train/DSC01156,0,2349,654,3077,bicycle
images_train/DSC01156,0,2291,850,2981,bicycle
images_train/DSC01156,0,2319,937,3004,bicycle
images_train/DSC01156,627,2249,1442,2761,bicycle
images_train/DSC01157,5207,1650,5472,3262,person
images_train/DSC01157,5182,1262,5468,1988,person
images_train/DSC01157,4530,1297,4787,1855,person
images_train/DSC01157,4569,1520,4753,1921,bicycle
images_train/DSC01157,4094,1385,4268,1916,person
images_train/DSC01157,4149,1636,4273,1957,bicycle
images_train/DSC01157,1554,1801,2076,2961,bicycle
images_train/DSC01157,1586,1457,2145,2755,person
images_train/DSC01157,4446,1362,4567,1663,person
images_train/DSC01157,4454,1455,4564,1683,bicycle
images_train/DSC01157,4947,1334,5022,1594,person
images_train/DSC01157,4155,1503,4406,1665,bicycle
images_train/DSC01157,4094,1544,4364,1717,bicycle
images_train/DSC01157,0,2424,738,3121,bicycle
images_train/DSC01157,0,2313,617,3056,bicycle
images_train/DSC01157,0,2230,732,2924,bicycle
images_train/DSC01157,0,2150,879,2897,bicycle
images_train/DSC01157,0,1994,1262,2795,bicycle
images_train/DSC01157,35,1978,1455,2711,bicycle
images_train/DSC01157,141,1926,1609,2679,bicycle
images_train/DSC01157,1122,1845,2313,2563,bicycle
images_train/DSC01157,3769,1545,4106,1771,bicycle
images_train/DSC01157,3600,1587,3940,1819,bicycle
images_train/DSC01157,3400,1587,3804,1834,bicycle
images_train/DSC01157,3375,1625,3759,1869,bicycle
images_train/DSC01157,3124,1666,3511,1920,bicycle
images_train/DSC01157,3028,1685,3441,1955,bicycle
images_train/DSC01157,2971,1682,3406,1974,bicycle
images_train/DSC01157,2822,1660,3333,2006,bicycle
images_train/DSC01157,2548,1691,3098,2054,bicycle
images_train/DSC01157,2348,1714,2952,2121,bicycle
images_train/DSC01157,2278,1710,2885,2124,bicycle
images_train/DSC01157,2253,1701,2850,2149,bicycle
images_train/DSC01157,1963,1742,2612,2219,bicycle
images_train/DSC01157,1963,1736,2548,2238,bicycle
images_train/DSC01157,1674,1777,2469,2333,bicycle
images_train/DSC01157,1207,1819,2323,2499,bicycle
images_train/DSC01157,5007,1349,5063,1508,person
images_train/DSC01157,5192,1312,5290,1657,person
images_train/DSC01158,0,1462,844,3648,person
images_train/DSC01158,0,2270,893,3648,bicycle
images_train/DSC01158,3187,1299,3702,3117,person
images_train/DSC01158,3773,1337,4511,3556,person
images_train/DSC01158,4554,1391,4826,2122,person
images_train/DSC01158,2745,1372,3008,2085,person
images_train/DSC01158,2783,1677,3036,2160,bicycle
images_train/DSC01158,1171,1363,1424,1967,person
images_train/DSC01158,1166,1672,1410,2070,bicycle
images_train/DSC01158,1602,1354,1855,2019,person
images_train/DSC01158,1588,1630,1860,2066,bicycle
images_train/DSC01158,2434,1394,2519,1637,person
images_train/DSC01158,2428,1514,2506,1663,bicycle
images_train/DSC01158,2649,1406,2709,1602,person
images_train/DSC01158,2513,1426,2545,1543,person
images_train/DSC01158,2338,1423,2377,1582,person
images_train/DSC01158,2277,1414,2330,1562,person
images_train/DSC01158,222,1716,783,2111,bicycle
images_train/DSC01158,263,1688,813,2087,bicycle
images_train/DSC01158,353,1668,903,2072,bicycle
images_train/DSC01158,312,1753,838,2074,bicycle
images_train/DSC01158,666,1700,1068,2005,bicycle
images_train/DSC01158,798,1638,1289,1965,bicycle
images_train/DSC01158,1095,1601,1444,1850,bicycle
images_train/DSC01158,1729,1588,1965,1738,bicycle
images_train/DSC01158,1789,1576,2038,1715,bicycle
images_train/DSC01158,1755,1576,1992,1730,bicycle
images_train/DSC01158,2005,1536,2205,1695,bicycle
images_train/DSC01158,2053,1530,2233,1631,bicycle
images_train/DSC01158,1934,1528,2166,1688,bicycle
images_train/DSC01158,1869,1531,2070,1691,bicycle
images_train/DSC01158,1909,1530,2088,1688,bicycle
images_train/DSC01158,2620,1428,2654,1546,person
images_train/DSC01158,2539,1426,2564,1538,person
images_train/DSC01158,2377,1421,2427,1571,person
images_train/DSC01159,4852,1243,5274,2673,person
images_train/DSC01159,5238,1316,5472,1988,person
images_train/DSC01159,3023,1327,3420,2454,person
images_train/DSC01159,3057,1683,3531,2596,bicycle
images_train/DSC01159,2251,1281,2667,2282,person
images_train/DSC01159,2232,1683,2660,2385,bicycle
images_train/DSC01159,1663,1274,2052,2290,person
images_train/DSC01159,1640,1740,2037,2389,bicycle
images_train/DSC01159,3947,1266,4115,1759,person
images_train/DSC01159,3932,1476,4131,1809,bicycle
images_train/DSC01159,3519,1304,3630,1583,person
images_train/DSC01159,3516,1442,3619,1621,bicycle
images_train/DSC01159,3797,1325,3844,1445,person
images_train/DSC01159,3657,1316,3706,1442,person
images_train/DSC01159,3653,1377,3711,1472,bicycle
images_train/DSC01159,3606,1344,3661,1482,person
images_train/DSC01159,3794,1320,3838,1440,person
images_train/DSC01159,3836,1319,3879,1406,person
images_train/DSC01159,3870,1321,3908,1424,person
images_train/DSC01159,3900,1326,3926,1402,person
images_train/DSC01159,3912,1314,3948,1409,person
images_train/DSC01159,3912,1361,3948,1420,bicycle
images_train/DSC01159,3921,1305,3978,1520,person
images_train/DSC01159,4144,1304,4201,1472,person
images_train/DSC01159,4142,1375,4197,1471,bicycle
images_train/DSC01159,4202,1323,4245,1433,person
images_train/DSC01159,4197,1372,4248,1449,bicycle
images_train/DSC01159,4250,1322,4298,1454,person
images_train/DSC01159,0,2227,370,2810,bicycle
images_train/DSC01159,0,2230,174,2822,bicycle
images_train/DSC01159,0,2182,187,2668,bicycle
images_train/DSC01159,146,1761,1327,2590,bicycle
images_train/DSC01159,242,1734,1088,2423,bicycle
images_train/DSC01159,637,1721,1465,2328,bicycle
images_train/DSC01159,753,1741,1604,2285,bicycle
images_train/DSC01159,688,1685,1571,2239,bicycle
images_train/DSC01159,645,1680,1487,2233,bicycle
images_train/DSC01159,1146,1594,1774,2123,bicycle
images_train/DSC01159,1219,1648,1852,2090,bicycle
images_train/DSC01159,1526,1624,2072,2026,bicycle
images_train/DSC01159,1565,1603,2122,1998,bicycle
images_train/DSC01159,1638,1600,2182,1998,bicycle
images_train/DSC01159,2078,1574,2577,1931,bicycle
images_train/DSC01159,2194,1564,2656,1844,bicycle
images_train/DSC01159,2285,1568,2727,1808,bicycle
images_train/DSC01159,2390,1553,2755,1771,bicycle
images_train/DSC01159,2604,1514,2954,1749,bicycle
images_train/DSC01159,2699,1482,3010,1695,bicycle
images_train/DSC01159,2805,1486,3107,1693,bicycle
images_train/DSC01159,3040,1449,3312,1611,bicycle
images_train/DSC01159,3232,1460,3465,1596,bicycle
images_train/DSC01159,3297,1436,3504,1538,bicycle
images_train/DSC01159,3260,1443,3471,1546,bicycle
images_train/DSC01160,2744,1484,3304,2771,person
images_train/DSC01160,1994,1414,2315,2204,person
images_train/DSC01160,4032,1418,4286,2163,person
images_train/DSC01160,4438,1470,4559,1851,person
images_train/DSC01160,2470,1503,2577,1840,person
images_train/DSC01160,2372,1478,2514,1796,person
images_train/DSC01160,2583,1489,2726,1846,person
images_train/DSC01160,2682,1475,2811,1791,person
images_train/DSC01160,3953,1483,4038,1767,person
images_train/DSC01160,3855,1492,3955,1718,person
images_train/DSC01160,3779,1501,3835,1661,person
images_train/DSC01160,3722,1487,3794,1691,person
images_train/DSC01160,3654,1487,3742,1736,person
images_train/DSC01160,3151,1492,3232,1729,person
images_train/DSC01160,3236,1433,3356,1896,person
images_train/DSC01160,3336,1485,3408,1722,person
images_train/DSC01160,3489,1481,3564,1693,person
images_train/DSC01160,3578,1492,3648,1718,person
images_train/DSC01160,0,2265,321,2752,bicycle
images_train/DSC01160,0,2220,353,2616,bicycle
images_train/DSC01160,0,2184,479,2600,bicycle
images_train/DSC01160,1978,1754,2318,2315,bicycle
images_train/DSC01160,2755,1856,3346,2970,bicycle
images_train/DSC01160,4035,1613,4275,2247,bicycle
images_train/DSC01160,2374,1608,2546,1851,bicycle
images_train/DSC01160,0,2018,538,2617,bicycle
images_train/DSC01160,2689,1646,2784,1829,bicycle
images_train/DSC01160,3646,1465,3706,1645,person
images_train/DSC01160,0,2002,681,2584,bicycle
images_train/DSC01160,0,1937,746,2505,bicycle
images_train/DSC01160,250,1915,1190,2418,bicycle
images_train/DSC01160,566,1894,1291,2361,bicycle
images_train/DSC01160,768,1864,1527,2308,bicycle
images_train/DSC01160,964,1833,1590,2210,bicycle
images_train/DSC01160,1241,1867,1773,2197,bicycle
images_train/DSC01160,1348,1844,1837,2178,bicycle
images_train/DSC01160,1428,1814,1924,2144,bicycle
images_train/DSC01160,1369,1752,1901,2121,bicycle
images_train/DSC01160,1560,1784,2060,2089,bicycle
images_train/DSC01160,1809,1740,2326,2038,bicycle
images_train/DSC01160,1860,1680,2352,1984,bicycle
images_train/DSC01160,1767,1718,2211,2072,bicycle
images_train/DSC01160,1696,1718,2146,2076,bicycle
images_train/DSC01160,1639,1737,2101,2095,bicycle
images_train/DSC01162,2780,1310,3686,3323,person
images_train/DSC01162,2373,2010,4521,3355,bicycle
images_train/DSC01163,5163,1269,5472,2617,person
images_train/DSC01163,4633,1241,4920,1872,person
images_train/DSC01163,4584,1431,4944,1953,bicycle
images_train/DSC01163,4804,1211,4919,1551,person
images_train/DSC01163,5005,1211,5078,1400,person
images_train/DSC01163,4892,1216,4965,1397,person
images_train/DSC01163,4469,1204,4678,1888,person
images_train/DSC01163,4235,1176,4474,1881,person
images_train/DSC01163,4411,1226,4456,1403,person
images_train/DSC01163,4459,1231,4492,1397,person
images_train/DSC01163,4625,1224,4683,1405,person
images_train/DSC01163,4220,1231,4338,1516,person
images_train/DSC01163,4149,1239,4227,1438,person
images_train/DSC01163,3696,1229,3870,1637,person
images_train/DSC01163,3522,1221,3673,1649,person
images_train/DSC01163,3364,1236,3588,1785,person
images_train/DSC01163,2978,1158,3278,1929,person
images_train/DSC01163,2981,1493,3293,2042,bicycle
images_train/DSC01163,2248,1272,2732,2596,person
images_train/DSC01163,2014,1594,2752,2044,bicycle
images_train/DSC01163,1982,1606,2691,2082,bicycle
images_train/DSC01163,1765,1622,2503,2117,bicycle
images_train/DSC01163,1561,1657,2299,2188,bicycle
images_train/DSC01163,1415,1697,2208,2279,bicycle
images_train/DSC01163,1501,1710,2399,2284,bicycle
images_train/DSC01163,1123,1720,2009,2339,bicycle
images_train/DSC01163,975,1763,1866,2367,bicycle
images_train/DSC01163,1002,1790,1936,2493,bicycle
images_train/DSC01163,436,1790,1586,2538,bicycle
images_train/DSC01163,793,1841,1964,2588,bicycle
images_train/DSC01163,0,1964,1037,2666,bicycle
images_train/DSC01163,0,2029,922,2767,bicycle
images_train/DSC01163,0,2120,569,2858,bicycle
images_train/DSC01163,0,2158,816,2865,bicycle
images_train/DSC01164,716,343,4206,3302,bicycle
images_train/DSC01165,1860,1288,2766,3177,person
images_train/DSC01165,3275,1109,3801,1995,person
images_train/DSC01165,3046,1530,4072,2153,bicycle
images_train/DSC01165,4595,1159,4871,1849,person
images_train/DSC01165,4651,1407,4866,1994,bicycle
images_train/DSC01165,4953,1170,5093,1455,person
images_train/DSC01165,4951,1286,5103,1563,bicycle
images_train/DSC01165,5089,1168,5223,1513,person
images_train/DSC01165,5108,1267,5223,1540,bicycle
images_train/DSC01165,5207,1122,5337,1470,person
images_train/DSC01165,5336,1116,5472,1450,person
images_train/DSC01165,5348,1258,5469,1533,bicycle
images_train/DSC01165,0,2281,108,3479,bicycle
images_train/DSC01165,0,2352,256,3646,bicycle
images_train/DSC01165,0,2204,655,3485,bicycle
images_train/DSC01165,0,2168,1582,3314,bicycle
images_train/DSC01165,0,2162,1376,3112,bicycle
images_train/DSC01165,0,2143,1318,3096,bicycle
images_train/DSC01165,0,2023,1666,3002,bicycle
images_train/DSC01165,626,1975,1991,2928,bicycle
images_train/DSC01165,865,1988,2143,2867,bicycle
images_train/DSC01165,1418,1827,2638,2574,bicycle
images_train/DSC01165,1438,1792,2719,2590,bicycle
images_train/DSC01165,3232,1158,3753,1926,person
images_train/DSC01165,3047,1501,4066,2154,bicycle
images_train/DSC01167,1871,1158,2840,2780,person
images_train/DSC01167,1651,1265,2523,2850,person
images_train/DSC01167,1498,1857,3313,3109,bicycle
images_train/DSC01167,1305,1731,2780,2980,bicycle
images_train/DSC01167,0,3090,643,3647,bicycle
images_train/DSC01167,0,2667,944,3647,bicycle
images_train/DSC01167,0,2591,1177,3647,bicycle
images_train/DSC01168,2569,1454,3035,2958,person
images_train/DSC01168,2780,1335,3291,2986,person
images_train/DSC01170,3828,1391,4049,2143,person
images_train/DSC01170,3538,1365,3847,2246,person
images_train/DSC01170,3219,1350,3505,2129,person
images_train/DSC01170,3417,1398,3527,1824,person
images_train/DSC01170,3259,1413,3340,1791,person
images_train/DSC01170,3124,1372,3285,1894,person
images_train/DSC01170,2859,1288,3245,2411,person
images_train/DSC01170,2323,1409,2422,1666,person
images_train/DSC01170,2496,1435,2580,1692,person
images_train/DSC01170,1549,1376,1751,2063,person
images_train/DSC01170,503,1400,868,2301,person
images_train/DSC01170,0,2351,1044,3648,person
images_train/DSC01171,2773,1500,2992,1901,person
images_train/DSC01171,3291,1567,3437,1896,person
images_train/DSC01171,3999,724,4622,2598,person
images_train/DSC01173,1507,1243,1836,1981,person
images_train/DSC01173,3594,1160,3919,2313,person
images_train/DSC01173,4064,1227,4176,1500,person
